__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687608.705453,1689262590.397697,1.206372,0.930353,-0.143558,-0.011584,0.006522,-163.481218,0.989553,3.058839,5.933606,0.174555
1690687608.713280,1689262590.405755,1.200010,0.923079,-0.143627,-0.011520,0.006466,-163.473327,0.989544,3.058832,5.933617,0.174555
1690687608.722172,1689262590.414156,1.207640,0.925671,-0.143553,-0.011589,0.006480,-163.481773,0.989554,3.058841,5.933625,0.174552
1690687608.730993,1689262590.422903,1.206136,0.922341,-0.143589,-0.011572,0.006453,-163.477662,0.989549,3.058837,5.933616,0.174562
1690687608.737927,1689262590.430826,1.206672,0.923236,-0.143495,-0.011577,0.006461,-163.488595,0.989562,3.058839,5.933610,0.174558
1690687608.755055,1689262590.447490,1.206378,0.917416,-0.143627,-0.011568,0.006409,-163.473297,0.989544,3.058841,5.933584,0.174552
1690687608.763066,1689262590.455834,1.210291,0.921049,-0.143539,-0.011606,0.006437,-163.483465,0.989556,3.058848,5.933591,0.174554
1690687608.772081,1689262590.464554,1.206034,0.922581,-0.143495,-0.011571,0.006456,-163.488594,0.989562,3.058849,5.933588,0.174571
1690687608.780269,1689262590.472557,1.205387,0.920370,-0.143526,-0.011563,0.006437,-163.484984,0.989558,3.058833,5.933595,0.174567
1690687608.788395,1689262590.480885,1.197738,0.914152,-0.143657,-0.011490,0.006392,-163.469965,0.989540,3.058845,5.933610,0.174567
1690687608.796745,1689262590.489130,1.200533,0.919331,-0.143578,-0.011520,0.006434,-163.479043,0.989551,3.058846,5.933602,0.174547
1690687608.812933,1689262590.505711,1.197277,0.927029,-0.143555,-0.011501,0.006505,-163.481630,0.989554,3.058852,5.933612,0.174551
1690687608.822241,1689262590.514097,1.195887,0.919467,-0.143627,-0.011480,0.006440,-163.473402,0.989544,3.058848,5.933609,0.174547
1690687608.830466,1689262590.522654,1.156360,0.951803,-0.142801,-0.011174,0.006778,-163.569027,0.989665,3.058779,5.933662,0.174596
1690687608.846971,1689262590.539120,1.204942,0.928081,-0.143566,-0.011569,0.006504,-163.480255,0.989552,3.058849,5.933622,0.174550
1690687608.847607,1689262590.539170,1.206669,0.925674,-0.143509,-0.011580,0.006482,-163.486853,0.989560,3.058828,5.933624,0.174560
1690687608.863766,1689262590.555832,1.221635,0.916394,-0.143700,-0.011699,0.006380,-163.464774,0.989532,3.058844,5.933602,0.174524
1690687608.871984,1689262590.564185,1.211278,0.921763,-0.143556,-0.011616,0.006442,-163.481483,0.989553,3.058841,5.933587,0.174546
1690687608.888758,1689262590.581041,1.209657,0.918464,-0.143575,-0.011598,0.006415,-163.479357,0.989551,3.058842,5.933585,0.174547
1690687608.889417,1689262590.581105,1.208961,0.920870,-0.143522,-0.011594,0.006437,-163.485388,0.989558,3.058847,5.933591,0.174548
1690687608.897128,1689262590.589496,1.207262,0.922762,-0.143471,-0.011582,0.006456,-163.491314,0.989566,3.058844,5.933597,0.174570
1690687608.913591,1689262590.605832,1.210859,0.925688,-0.143502,-0.011617,0.006477,-163.487720,0.989561,3.058846,5.933594,0.174563
1690687608.922064,1689262590.614413,1.202231,0.919294,-0.143569,-0.011535,0.006431,-163.480098,0.989552,3.058842,5.933595,0.174571
1690687608.929975,1689262590.622458,1.203815,0.929761,-0.143511,-0.011561,0.006521,-163.486665,0.989560,3.058848,5.933601,0.174554
1690687608.946575,1689262590.639137,1.200183,0.927502,-0.143554,-0.011527,0.006505,-163.481752,0.989554,3.058847,5.933612,0.174552
1690687608.946715,1689262590.639193,1.202735,0.928544,-0.143514,-0.011550,0.006511,-163.486329,0.989560,3.058857,5.933610,0.174546
1690687608.963056,1689262590.655828,1.206417,0.927209,-0.143496,-0.011580,0.006495,-163.488412,0.989562,3.058838,5.933625,0.174554
1690687608.971422,1689262590.664206,1.210528,0.929389,-0.143483,-0.011618,0.006509,-163.489821,0.989563,3.058837,5.933618,0.174555
1690687608.979913,1689262590.672709,1.207663,0.917954,-0.143610,-0.011580,0.006413,-163.475276,0.989546,3.058850,5.933603,0.174553
1690687608.996703,1689262590.689178,1.211064,0.922962,-0.143542,-0.011615,0.006452,-163.483076,0.989555,3.058846,5.933577,0.174553
1690687609.005301,1689262590.697434,1.205584,0.919970,-0.143485,-0.011564,0.006434,-163.489720,0.989564,3.058852,5.933589,0.174545
1690687609.013589,1689262590.705851,1.212341,0.923424,-0.143554,-0.011627,0.006455,-163.481603,0.989553,3.058836,5.933576,0.174551
1690687609.022020,1689262590.714389,1.208987,0.911568,-0.143528,-0.011583,0.006357,-163.484841,0.989558,3.058842,5.933582,0.174578
